,id_aeroporto,data,causaIspezione,causaIspezioneAltro
128817,7,2014-04-06,Ispezione normale o programmata,
128876,7,2014-04-07,Ispezione normale o programmata,
128925,7,2014-04-07,Ispezione normale o programmata,
128926,7,2014-04-07,Richiesta da Torre / Capo scalo / Duty manager,
129012,7,2014-04-08,Ispezione normale o programmata,
129069,7,2014-04-08,Ispezione normale o programmata,
129129,7,2014-04-09,Ispezione normale o programmata,
129192,7,2014-04-09,Ispezione normale o programmata,
129251,7,2014-04-10,Ispezione normale o programmata,
129308,7,2014-04-10,Ispezione normale o programmata,
129369,7,2014-04-11,Ispezione normale o programmata,
129426,7,2014-04-11,Ispezione normale o programmata,
129483,7,2014-04-12,Ispezione normale o programmata,
129526,7,2014-04-12,Ispezione normale o programmata,
129589,7,2014-04-13,Ispezione normale o programmata,
129631,7,2014-04-13,Ispezione normale o programmata,
129696,7,2014-04-14,Ispezione normale o programmata,
129752,7,2014-04-14,Ispezione normale o programmata,
129827,7,2014-04-15,Ispezione normale o programmata,
129869,7,2014-04-15,Ispezione normale o programmata,
129927,7,2014-04-16,Ispezione normale o programmata,
129972,7,2014-04-16,Ispezione normale o programmata,
130040,7,2014-04-17,Ispezione normale o programmata,
130089,7,2014-04-17,Ispezione normale o programmata,
130150,7,2014-04-18,Ispezione normale o programmata,
130196,7,2014-04-18,Ispezione normale o programmata,
130252,7,2014-04-19,Ispezione normale o programmata,
130296,7,2014-04-19,Ispezione normale o programmata,
130343,7,2014-04-20,Ispezione normale o programmata,
130398,7,2014-04-20,Ispezione normale o programmata,
130445,7,2014-04-21,Ispezione normale o programmata,
130496,7,2014-04-21,Ispezione normale o programmata,
130556,7,2014-04-22,Ispezione normale o programmata,
130616,7,2014-04-22,Ispezione normale o programmata,
130701,7,2014-04-23,Ispezione normale o programmata,
130749,7,2014-04-23,Ispezione normale o programmata,
130808,7,2014-04-24,Ispezione normale o programmata,
130866,7,2014-04-24,Ispezione normale o programmata,
130926,7,2014-04-25,Ispezione normale o programmata,
130934,7,2014-04-25,Impatto dichiarato da torre,
130982,7,2014-04-25,Ispezione normale o programmata,
131056,7,2014-04-26,Ispezione normale o programmata,
131089,7,2014-04-26,Ispezione normale o programmata,
131090,7,2014-04-26,Richiesta da Torre / Capo scalo / Duty manager,
131156,7,2014-04-27,Ispezione normale o programmata,
131205,7,2014-04-27,Ispezione normale o programmata,
131272,7,2014-04-28,Ispezione normale o programmata,
131321,7,2014-04-28,Ispezione normale o programmata,
131374,7,2014-04-29,Ispezione normale o programmata,
131437,7,2014-04-29,Ispezione normale o programmata,
131504,7,2014-04-30,Ispezione normale o programmata,
131558,7,2014-04-30,Ispezione normale o programmata,
131633,7,2014-05-01,Ispezione normale o programmata,
131673,7,2014-05-01,Ispezione normale o programmata,
131752,7,2014-05-02,Ispezione normale o programmata,
131789,7,2014-05-02,Ispezione normale o programmata,
131869,7,2014-05-03,Ispezione normale o programmata,
131870,7,2014-05-03,Richiesta da Torre / Capo scalo / Duty manager,
131913,7,2014-05-03,Ispezione normale o programmata,
131986,7,2014-05-04,Ispezione normale o programmata,
132026,7,2014-05-04,Ispezione normale o programmata,
132104,7,2014-05-05,Ispezione normale o programmata,
132154,7,2014-05-05,Ispezione normale o programmata,
132248,7,2014-05-06,Ispezione normale o programmata,
132291,7,2014-05-06,Ispezione normale o programmata,
132368,7,2014-05-07,Ispezione normale o programmata,
132416,7,2014-05-07,Ispezione normale o programmata,
132485,7,2014-05-08,Ispezione normale o programmata,
132486,7,2014-05-08,Impatto dichiarato da torre,
132537,7,2014-05-08,Ispezione normale o programmata,
132614,7,2014-05-09,Ispezione normale o programmata,
132656,7,2014-05-09,Ispezione normale o programmata,
132725,7,2014-05-10,Ispezione normale o programmata,
132767,7,2014-05-10,Ispezione normale o programmata,
132837,7,2014-05-11,Ispezione normale o programmata,
132884,7,2014-05-11,Ispezione normale o programmata,
132958,7,2014-05-12,Ispezione normale o programmata,
133008,7,2014-05-12,Ispezione normale o programmata,
133074,7,2014-05-13,Ispezione normale o programmata,
133120,7,2014-05-13,Ispezione normale o programmata,
133183,7,2014-05-14,Ispezione normale o programmata,
133218,7,2014-05-14,Ispezione normale o programmata,
133295,7,2014-05-15,Ispezione normale o programmata,
133344,7,2014-05-15,Ispezione normale o programmata,
133428,7,2014-05-16,Ispezione normale o programmata,
133468,7,2014-05-16,Ispezione normale o programmata,
133540,7,2014-05-17,Ispezione normale o programmata,
133585,7,2014-05-17,Ispezione normale o programmata,
133656,7,2014-05-18,Ispezione normale o programmata,
133691,7,2014-05-18,Ispezione normale o programmata,
133765,7,2014-05-19,Ispezione normale o programmata,
133815,7,2014-05-19,Ispezione normale o programmata,
133877,7,2014-05-20,Ispezione normale o programmata,
133931,7,2014-05-20,Ispezione normale o programmata,
134002,7,2014-05-21,Ispezione normale o programmata,
134045,7,2014-05-21,Ispezione normale o programmata,
134046,7,2014-05-21,Richiesta da Torre / Capo scalo / Duty manager,
134124,7,2014-05-22,Ispezione normale o programmata,
134179,7,2014-05-22,Ispezione normale o programmata,
134259,7,2014-05-23,Ispezione normale o programmata,
134295,7,2014-05-23,Ispezione normale o programmata,
134362,7,2014-05-24,Ispezione normale o programmata,
134404,7,2014-05-24,Ispezione normale o programmata,
134467,7,2014-05-25,Ispezione normale o programmata,
134501,7,2014-05-25,Ispezione normale o programmata,
134502,7,2014-05-25,Ispezione normale o programmata,
134603,7,2014-05-26,Ispezione normale o programmata,
134658,7,2014-05-26,Ispezione normale o programmata,
134730,7,2014-05-27,Ispezione normale o programmata,
134794,7,2014-05-27,Ispezione normale o programmata,
134897,7,2014-05-28,Ispezione normale o programmata,
134936,7,2014-05-28,Ispezione normale o programmata,
135013,7,2014-05-29,Ispezione normale o programmata,
135014,7,2014-05-29,Richiesta da Torre / Capo scalo / Duty manager,
135060,7,2014-05-29,Ispezione normale o programmata,
135119,7,2014-05-30,Ispezione normale o programmata,
135167,7,2014-05-30,Ispezione normale o programmata,
135255,7,2014-05-31,Ispezione normale o programmata,
135323,7,2014-05-31,Ispezione normale o programmata,
135420,7,2014-06-01,Ispezione normale o programmata,
135488,7,2014-06-01,Ispezione normale o programmata,
135568,7,2014-06-02,Ispezione normale o programmata,
135612,7,2014-06-02,Ispezione normale o programmata,
135692,7,2014-06-03,Ispezione normale o programmata,
135749,7,2014-06-03,Ispezione normale o programmata,
135836,7,2014-06-04,Ispezione normale o programmata,
135895,7,2014-06-04,Ispezione normale o programmata,
135976,7,2014-06-05,Ispezione normale o programmata,
136022,7,2014-06-05,Ispezione normale o programmata,
136101,7,2014-06-06,Ispezione normale o programmata,
136166,7,2014-06-06,Ispezione normale o programmata,
136167,7,2014-06-06,Richiesta di,
136245,7,2014-06-07,Ispezione normale o programmata,
136300,7,2014-06-07,Ispezione normale o programmata,
136377,7,2014-06-08,Ispezione normale o programmata,
136430,7,2014-06-08,Ispezione normale o programmata,
136507,7,2014-06-09,Ispezione normale o programmata,
136577,7,2014-06-09,Ispezione normale o programmata,
136649,7,2014-06-10,Ispezione normale o programmata,
136711,7,2014-06-10,Ispezione normale o programmata,
136780,7,2014-06-11,Ispezione normale o programmata,
136848,7,2014-06-11,Ispezione normale o programmata,
136923,7,2014-06-12,Ispezione normale o programmata,
136924,7,2014-06-12,Richiesta di,
136989,7,2014-06-12,Ispezione normale o programmata,
137063,7,2014-06-13,Ispezione normale o programmata,
137128,7,2014-06-13,Ispezione normale o programmata,
137129,7,2014-06-13,Ispezione normale o programmata,
137212,7,2014-06-14,Ispezione normale o programmata,
137263,7,2014-06-14,Ispezione normale o programmata,
137341,7,2014-06-15,Ispezione normale o programmata,
137391,7,2014-06-15,Ispezione normale o programmata,
137480,7,2014-06-16,Ispezione normale o programmata,
137537,7,2014-06-16,Ispezione normale o programmata,
137612,7,2014-06-17,Ispezione normale o programmata,
137675,7,2014-06-17,Ispezione normale o programmata,
137755,7,2014-06-18,Ispezione normale o programmata,
137819,7,2014-06-18,Ispezione normale o programmata,
137889,7,2014-06-19,Ispezione normale o programmata,
137954,7,2014-06-19,Ispezione normale o programmata,
138040,7,2014-06-20,Ispezione normale o programmata,
138060,7,2014-06-20,Altro (specificare),Rx e-mail da SAT
138092,7,2014-06-20,Ispezione normale o programmata,
138166,7,2014-06-21,Ispezione normale o programmata,
138220,7,2014-06-21,Ispezione normale o programmata,
138294,7,2014-06-22,Ispezione normale o programmata,
138343,7,2014-06-22,Ispezione normale o programmata,
138423,7,2014-06-23,Ispezione normale o programmata,
138424,7,2014-06-23,Impatto dichiarato da torre,
138480,7,2014-06-23,Ispezione normale o programmata,
138575,7,2014-06-24,Ispezione normale o programmata,
138628,7,2014-06-24,Ispezione normale o programmata,
138710,7,2014-06-25,Ispezione normale o programmata,
138756,7,2014-06-25,Ispezione normale o programmata,
138852,7,2014-06-26,Ispezione normale o programmata,
138912,7,2014-06-26,Ispezione normale o programmata,
139006,7,2014-06-27,Ispezione normale o programmata,
139073,7,2014-06-27,Ispezione normale o programmata,
139141,7,2014-06-28,Ispezione normale o programmata,
139194,7,2014-06-28,Ispezione normale o programmata,
139274,7,2014-06-29,Ispezione normale o programmata,
139290,7,2014-06-29,Ispezione normale o programmata,
139338,7,2014-06-29,Ispezione normale o programmata,
139412,7,2014-06-30,Ispezione normale o programmata,
139479,7,2014-06-30,Ispezione normale o programmata,
139548,7,2014-07-01,Ispezione normale o programmata,
139615,7,2014-07-01,Ispezione normale o programmata,
139706,7,2014-07-02,Ispezione normale o programmata,
139773,7,2014-07-02,Ispezione normale o programmata,
139855,7,2014-07-03,Ispezione normale o programmata,
139932,7,2014-07-03,Ispezione normale o programmata,
140001,7,2014-07-04,Ispezione normale o programmata,
140081,7,2014-07-04,Ispezione normale o programmata,
140154,7,2014-07-05,Ispezione normale o programmata,
140213,7,2014-07-05,Ispezione normale o programmata,
140282,7,2014-07-06,Ispezione normale o programmata,
140309,7,2014-07-06,Ispezione normale o programmata,
140337,7,2014-07-06,Ispezione normale o programmata,
140418,7,2014-07-07,Ispezione normale o programmata,
140469,7,2014-07-07,Ispezione normale o programmata,
140491,7,2014-07-07,Ispezione normale o programmata,
140578,7,2014-07-08,Ispezione normale o programmata,
140627,7,2014-07-08,Ispezione normale o programmata,
140653,7,2014-07-08,Ispezione normale o programmata,
140715,7,2014-07-09,Ispezione normale o programmata,
140742,7,2014-07-09,Ispezione normale o programmata,
140789,7,2014-07-09,Ispezione normale o programmata,
140818,7,2014-07-09,Ispezione normale o programmata,
140896,7,2014-07-10,Ispezione normale o programmata,
140934,7,2014-07-10,Ispezione normale o programmata,
140935,7,2014-07-10,Richiesta da Torre / Capo scalo / Duty manager,
140997,7,2014-07-10,Ispezione normale o programmata,
141066,7,2014-07-11,Ispezione normale o programmata,
141067,7,2014-07-11,Impatto dichiarato da torre,
141157,7,2014-07-11,Ispezione normale o programmata,
141220,7,2014-07-12,Ispezione normale o programmata,
141288,7,2014-07-12,Ispezione normale o programmata,
141350,7,2014-07-13,Ispezione normale o programmata,
141356,7,2014-07-13,Ispezione normale o programmata,
141430,7,2014-07-13,Ispezione normale o programmata,
141431,7,2014-07-13,Richiesta di,
141521,7,2014-07-14,Ispezione normale o programmata,
141586,7,2014-07-14,Ispezione normale o programmata,
141655,7,2014-07-15,Ispezione normale o programmata,
141730,7,2014-07-15,Ispezione normale o programmata,
141801,7,2014-07-16,Ispezione normale o programmata,
141861,7,2014-07-16,Ispezione normale o programmata,
141928,7,2014-07-17,Ispezione normale o programmata,
141998,7,2014-07-17,Ispezione normale o programmata,
141999,7,2014-07-17,Richiesta da Torre / Capo scalo / Duty manager,
142057,7,2014-07-18,Ispezione normale o programmata,
142087,7,2014-07-18,Ispezione normale o programmata,
142125,7,2014-07-18,Ispezione normale o programmata,
142187,7,2014-07-19,Ispezione normale o programmata,
142242,7,2014-07-19,Ispezione normale o programmata,
142304,7,2014-07-20,Ispezione normale o programmata,
142361,7,2014-07-20,Ispezione normale o programmata,
142362,7,2014-07-20,Richiesta da Torre / Capo scalo / Duty manager,
142445,7,2014-07-21,Ispezione normale o programmata,
142516,7,2014-07-21,Ispezione normale o programmata,
142585,7,2014-07-22,Ispezione normale o programmata,
142649,7,2014-07-22,Ispezione normale o programmata,
142722,7,2014-07-23,Ispezione normale o programmata,
142783,7,2014-07-23,Ispezione normale o programmata,
142853,7,2014-07-24,Ispezione normale o programmata,
142900,7,2014-07-24,Ispezione normale o programmata,
142930,7,2014-07-24,Ispezione normale o programmata,
142995,7,2014-07-25,Ispezione normale o programmata,
143063,7,2014-07-25,Ispezione normale o programmata,
143131,7,2014-07-26,Ispezione normale o programmata,
143197,7,2014-07-26,Ispezione normale o programmata,
143262,7,2014-07-27,Ispezione normale o programmata,
143332,7,2014-07-27,Ispezione normale o programmata,
143407,7,2014-07-28,Ispezione normale o programmata,
143468,7,2014-07-28,Ispezione normale o programmata,
143553,7,2014-07-29,Ispezione normale o programmata,
143622,7,2014-07-29,Ispezione normale o programmata,
143623,7,2014-07-29,Richiesta da Torre / Capo scalo / Duty manager,
143701,7,2014-07-30,Ispezione normale o programmata,
143702,7,2014-07-30,Ispezione normale o programmata,
143760,7,2014-07-30,Ispezione normale o programmata,
143833,7,2014-07-31,Ispezione normale o programmata,
143897,7,2014-07-31,Ispezione normale o programmata,
143973,7,2014-08-01,Ispezione normale o programmata,
144018,7,2014-08-01,Ispezione normale o programmata,
144099,7,2014-08-02,Ispezione normale o programmata,
144100,7,2014-08-02,Richiesta da Torre / Capo scalo / Duty manager,
144144,7,2014-08-02,Ispezione normale o programmata,
144227,7,2014-08-03,Ispezione normale o programmata,
144293,7,2014-08-03,Ispezione normale o programmata,
144393,7,2014-08-04,Ispezione normale o programmata,
144449,7,2014-08-04,Ispezione normale o programmata,
144536,7,2014-08-05,Ispezione normale o programmata,
144601,7,2014-08-05,Ispezione normale o programmata,
144695,7,2014-08-06,Ispezione normale o programmata,
144751,7,2014-08-06,Ispezione normale o programmata,
144844,7,2014-08-07,Ispezione normale o programmata,
144845,7,2014-08-07,Ispezione normale o programmata,
144901,7,2014-08-07,Ispezione normale o programmata,
144984,7,2014-08-08,Ispezione normale o programmata,
145034,7,2014-08-08,Ispezione normale o programmata,
145115,7,2014-08-09,Ispezione normale o programmata,
145157,7,2014-08-09,Ispezione normale o programmata,
145222,7,2014-08-10,Ispezione normale o programmata,
145275,7,2014-08-10,Ispezione normale o programmata,
145364,7,2014-08-11,Ispezione normale o programmata,
145413,7,2014-08-11,Ispezione normale o programmata,
145490,7,2014-08-12,Ispezione normale o programmata,
145537,7,2014-08-12,Ispezione normale o programmata,
145618,7,2014-08-13,Ispezione normale o programmata,
145674,7,2014-08-13,Ispezione normale o programmata,
145760,7,2014-08-14,Ispezione normale o programmata,
145824,7,2014-08-14,Ispezione normale o programmata,
145825,7,2014-08-14,Richiesta da Torre / Capo scalo / Duty manager,
145895,7,2014-08-15,Ispezione normale o programmata,
145950,7,2014-08-15,Ispezione normale o programmata,
