,id_aeroporto,data,causaIspezione,causaIspezioneAltro
93413,7,2013-07-24,Ispezione normale o programmata,
93475,7,2013-07-24,Ispezione normale o programmata,
93526,7,2013-07-25,Ispezione normale o programmata,
93574,7,2013-07-25,Ispezione normale o programmata,
93575,7,2013-07-25,Richiesta da Torre / Capo scalo / Duty manager,
93641,7,2013-07-26,Ispezione normale o programmata,
93680,7,2013-07-26,Ispezione normale o programmata,
93737,7,2013-07-27,Ispezione normale o programmata,
93781,7,2013-07-27,Ispezione normale o programmata,
93782,7,2013-07-27,Impatto dichiarato da torre,
93783,7,2013-07-27,Richiesta da Torre / Capo scalo / Duty manager,
93882,7,2013-07-28,Ispezione normale o programmata,
93927,7,2013-07-28,Ispezione normale o programmata,
93983,7,2013-07-29,Ispezione normale o programmata,
94027,7,2013-07-29,Ispezione normale o programmata,
94085,7,2013-07-30,Ispezione normale o programmata,
94086,7,2013-07-30,Impatto dichiarato da torre,
94127,7,2013-07-30,Ispezione normale o programmata,
94191,7,2013-07-31,Ispezione normale o programmata,
94250,7,2013-07-31,Ispezione normale o programmata,
94316,7,2013-08-01,Ispezione normale o programmata,
94366,7,2013-08-01,Ispezione normale o programmata,
94430,7,2013-08-02,Ispezione normale o programmata,
94471,7,2013-08-02,Ispezione normale o programmata,
94533,7,2013-08-03,Ispezione normale o programmata,
94571,7,2013-08-03,Ispezione normale o programmata,
94620,7,2013-08-04,Ispezione normale o programmata,
94667,7,2013-08-04,Ispezione normale o programmata,
94778,7,2013-08-05,Ispezione normale o programmata,
94795,7,2013-08-05,Ispezione normale o programmata,
94823,7,2013-08-05,Ispezione normale o programmata,
94893,7,2013-08-06,Ispezione normale o programmata,
94934,7,2013-08-06,Ispezione normale o programmata,
95000,7,2013-08-07,Ispezione normale o programmata,
95031,7,2013-08-07,Ispezione normale o programmata,
95084,7,2013-08-08,Ispezione normale o programmata,
95087,7,2013-08-08,Richiesta da Torre / Capo scalo / Duty manager,
95135,7,2013-08-08,Ispezione normale o programmata,
95211,7,2013-08-09,Ispezione normale o programmata,
95212,7,2013-08-09,Richiesta da Torre / Capo scalo / Duty manager,
95252,7,2013-08-09,Ispezione normale o programmata,
95322,7,2013-08-10,Ispezione normale o programmata,
95365,7,2013-08-10,Ispezione normale o programmata,
95366,7,2013-08-10,Richiesta da Torre / Capo scalo / Duty manager,
95486,7,2013-08-11,Ispezione normale o programmata,
95487,7,2013-08-11,Ispezione normale o programmata,
95488,7,2013-08-11,Impatto dichiarato da torre,
95559,7,2013-08-12,Ispezione normale o programmata,
95601,7,2013-08-12,Ispezione normale o programmata,
95679,7,2013-08-13,Ispezione normale o programmata,
95716,7,2013-08-13,Ispezione normale o programmata,
95812,7,2013-08-14,Ispezione normale o programmata,
95864,7,2013-08-14,Ispezione normale o programmata,
95917,7,2013-07-28,Altro (specificare),Trascritta segnalazione da parte Luci.
95940,7,2013-08-15,Ispezione normale o programmata,
95982,7,2013-08-15,Ispezione normale o programmata,
96106,7,2013-08-16,Ispezione normale o programmata,
96181,7,2013-08-16,Ispezione normale o programmata,
96243,7,2013-08-17,Ispezione normale o programmata,
96292,7,2013-08-17,Ispezione normale o programmata,
96396,7,2013-08-18,Ispezione normale o programmata,
96397,7,2013-08-18,Ispezione normale o programmata,
96508,7,2013-08-19,Ispezione normale o programmata,
96509,7,2013-08-19,Impatto dichiarato da torre,
96510,7,2013-08-19,Ispezione normale o programmata,
96511,7,2013-08-19,Impatto dichiarato da torre,
96580,7,2013-08-20,Ispezione normale o programmata,
96581,7,2013-08-20,Richiesta da Torre / Capo scalo / Duty manager,
96582,7,2013-08-20,Altro (specificare),monitoraggio stato recinzione
96649,7,2013-08-20,Ispezione normale o programmata,
96731,7,2013-08-21,Ispezione normale o programmata,
96777,7,2013-08-21,Ispezione normale o programmata,
96839,7,2013-08-22,Ispezione normale o programmata,
96878,7,2013-08-22,Ispezione normale o programmata,
96954,7,2013-08-23,Ispezione normale o programmata,
96986,7,2013-08-23,Ispezione normale o programmata,
97073,7,2013-08-24,Ispezione normale o programmata,
97101,7,2013-08-24,Ispezione normale o programmata,
97197,7,2013-08-25,Ispezione normale o programmata,
97198,7,2013-08-25,Ispezione normale o programmata,
97243,7,2013-08-26,Ispezione normale o programmata,
97267,7,2013-08-26,Ispezione normale o programmata,
97304,7,2013-08-26,Ispezione normale o programmata,
97376,7,2013-08-27,Ispezione normale o programmata,
97425,7,2013-08-27,Ispezione normale o programmata,
97495,7,2013-08-28,Ispezione normale o programmata,
97530,7,2013-08-28,Ispezione normale o programmata,
97603,7,2013-08-29,Ispezione normale o programmata,
97656,7,2013-08-29,Ispezione normale o programmata,
97729,7,2013-08-30,Ispezione normale o programmata,
97730,7,2013-08-30,Impatto dichiarato da torre,
97763,7,2013-08-30,Ispezione normale o programmata,
97824,7,2013-08-31,Ispezione normale o programmata,
97864,7,2013-08-31,Ispezione normale o programmata,
97926,7,2013-09-01,Ispezione normale o programmata,
97960,7,2013-09-01,Ispezione normale o programmata,
98086,7,2013-09-02,Ispezione normale o programmata,
98115,7,2013-09-02,Ispezione normale o programmata,
98116,7,2013-09-02,Richiesta da Torre / Capo scalo / Duty manager,
98191,7,2013-09-03,Ispezione normale o programmata,
98224,7,2013-09-03,Ispezione normale o programmata,
98268,7,2013-09-04,Ispezione normale o programmata,
98303,7,2013-09-04,Ispezione normale o programmata,
98344,7,2013-09-04,Ispezione normale o programmata,
98430,7,2013-09-05,Ispezione normale o programmata,
98431,7,2013-09-05,Richiesta da Torre / Capo scalo / Duty manager,
98458,7,2013-09-05,Ispezione normale o programmata,
98533,7,2013-09-06,Ispezione normale o programmata,
98573,7,2013-09-06,Ispezione normale o programmata,
98676,7,2013-09-07,Ispezione normale o programmata,
98677,7,2013-09-07,Ispezione normale o programmata,
98747,7,2013-09-08,Ispezione normale o programmata,
98775,7,2013-09-08,Ispezione normale o programmata,
98809,7,2013-09-04,Altro (specificare),Carcassa predata trovata durante ispezione
98832,7,2013-09-09,Ispezione normale o programmata,
98864,7,2013-09-09,Ispezione normale o programmata,
98982,7,2013-09-10,Ispezione normale o programmata,
98983,7,2013-09-10,Ispezione normale o programmata,
99055,7,2013-09-11,Ispezione normale o programmata,
99084,7,2013-09-11,Ispezione normale o programmata,
99085,7,2013-09-11,Richiesta da Torre / Capo scalo / Duty manager,
99197,7,2013-09-12,Ispezione normale o programmata,
99198,7,2013-09-12,Ispezione normale o programmata,
99303,7,2013-09-13,Ispezione normale o programmata,
99335,7,2013-09-13,Ispezione normale o programmata,
99430,7,2013-09-14,Ispezione normale o programmata,
99431,7,2013-09-14,Impatto dichiarato da torre,
99456,7,2013-09-14,Ispezione normale o programmata,
99457,7,2013-09-14,Richiesta da Torre / Capo scalo / Duty manager,
99539,7,2013-09-15,Ispezione normale o programmata,
99558,7,2013-09-15,Ispezione normale o programmata,
99653,7,2013-09-16,Ispezione normale o programmata,
99686,7,2013-09-16,Ispezione normale o programmata,
99754,7,2013-09-17,Ispezione normale o programmata,
99790,7,2013-09-17,Ispezione normale o programmata,
99862,7,2013-09-18,Ispezione normale o programmata,
99891,7,2013-09-18,Ispezione normale o programmata,
99952,7,2013-09-19,Ispezione normale o programmata,
99964,7,2013-09-19,Ispezione normale o programmata,
100011,7,2013-09-19,Ispezione normale o programmata,
100012,7,2013-09-19,Richiesta di,
100086,7,2013-09-20,Ispezione normale o programmata,
100119,7,2013-09-20,Ispezione normale o programmata,
100261,7,2013-09-21,Ispezione normale o programmata,
100262,7,2013-09-21,Richiesta da Torre / Capo scalo / Duty manager,
100263,7,2013-09-21,Ispezione normale o programmata,
100355,7,2013-09-22,Ispezione normale o programmata,
100356,7,2013-09-22,Impatto dichiarato da torre,
100386,7,2013-09-22,Ispezione normale o programmata,
100452,7,2013-09-23,Ispezione normale o programmata,
100490,7,2013-09-23,Ispezione normale o programmata,
100599,7,2013-09-24,Ispezione normale o programmata,
100600,7,2013-09-24,Ispezione normale o programmata,
100601,7,2013-09-24,Richiesta da Torre / Capo scalo / Duty manager,
100688,7,2013-09-25,Ispezione normale o programmata,
100723,7,2013-09-25,Ispezione normale o programmata,
100795,7,2013-09-26,Ispezione normale o programmata,
100835,7,2013-09-26,Ispezione normale o programmata,
100934,7,2013-09-27,Ispezione normale o programmata,
100935,7,2013-09-27,Ispezione normale o programmata,
101002,7,2013-09-28,Ispezione normale o programmata,
101036,7,2013-09-28,Ispezione normale o programmata,
101126,7,2013-09-29,Ispezione normale o programmata,
101127,7,2013-09-29,Ispezione normale o programmata,
101256,7,2013-09-30,Ispezione normale o programmata,
101257,7,2013-09-30,Altro (specificare),monitoraggio straordinario
101258,7,2013-09-30,Ispezione normale o programmata,
101260,7,2013-09-30,Ispezione normale o programmata,
101330,7,2013-10-01,Ispezione normale o programmata,
101331,7,2013-10-01,Richiesta da Torre / Capo scalo / Duty manager,
101358,7,2013-10-01,Ispezione normale o programmata,
101497,7,2013-10-02,Ispezione normale o programmata,
101517,7,2013-10-02,Ispezione normale o programmata,
101637,7,2013-10-03,Ispezione normale o programmata,
101638,7,2013-10-03,Ispezione normale o programmata,
101738,7,2013-10-04,Ispezione normale o programmata,
101764,7,2013-10-04,Ispezione normale o programmata,
101765,7,2013-10-04,Impatto dichiarato da torre,
101846,7,2013-10-05,Ispezione normale o programmata,
101875,7,2013-10-05,Ispezione normale o programmata,
101995,7,2013-10-06,Ispezione normale o programmata,
101996,7,2013-10-06,Ispezione normale o programmata,
102077,7,2013-10-07,Ispezione normale o programmata,
102112,7,2013-10-07,Ispezione normale o programmata,
102186,7,2013-10-08,Ispezione normale o programmata,
102219,7,2013-10-08,Ispezione normale o programmata,
102323,7,2013-10-09,Ispezione normale o programmata,
102324,7,2013-10-09,Ispezione normale o programmata,
102439,7,2013-10-10,Ispezione normale o programmata,
102440,7,2013-10-10,Ispezione normale o programmata,
102526,7,2013-10-11,Ispezione normale o programmata,
102562,7,2013-10-11,Ispezione normale o programmata,
102671,7,2013-10-12,Ispezione normale o programmata,
102672,7,2013-10-12,Ispezione normale o programmata,
102767,7,2013-10-13,Ispezione normale o programmata,
102768,7,2013-10-13,Ispezione normale o programmata,
102854,7,2013-10-14,Ispezione normale o programmata,
102889,7,2013-10-14,Ispezione normale o programmata,
102992,7,2013-10-15,Ispezione normale o programmata,
102993,7,2013-10-15,Ispezione normale o programmata,
103065,7,2013-10-16,Ispezione normale o programmata,
103100,7,2013-10-16,Ispezione normale o programmata,
103177,7,2013-10-17,Ispezione normale o programmata,
103232,7,2013-10-17,Ispezione normale o programmata,
103337,7,2013-10-18,Ispezione normale o programmata,
103338,7,2013-10-18,Ispezione normale o programmata,
103424,7,2013-10-19,Ispezione normale o programmata,
103425,7,2013-10-19,Richiesta da Torre / Capo scalo / Duty manager,
103448,7,2013-10-19,Ispezione normale o programmata,
103523,7,2013-10-20,Ispezione normale o programmata,
103553,7,2013-10-20,Ispezione normale o programmata,
103650,7,2013-10-21,Ispezione normale o programmata,
103651,7,2013-10-21,Ispezione normale o programmata,
103725,7,2013-10-22,Ispezione normale o programmata,
103758,7,2013-10-22,Ispezione normale o programmata,
103830,7,2013-10-23,Ispezione normale o programmata,
103863,7,2013-10-23,Ispezione normale o programmata,
104012,7,2013-10-24,Ispezione normale o programmata,
104013,7,2013-10-24,Ispezione normale o programmata,
104088,7,2013-10-25,Ispezione normale o programmata,
104126,7,2013-10-25,Ispezione normale o programmata,
104253,7,2013-10-26,Ispezione normale o programmata,
104280,7,2013-10-26,Ispezione normale o programmata,
104360,7,2013-10-27,Ispezione normale o programmata,
104361,7,2013-10-27,Ispezione normale o programmata,
104419,7,2013-10-28,Ispezione normale o programmata,
104466,7,2013-10-28,Ispezione normale o programmata,
104539,7,2013-10-29,Ispezione normale o programmata,
104569,7,2013-10-29,Ispezione normale o programmata,
104649,7,2013-10-30,Ispezione normale o programmata,
104674,7,2013-10-30,Ispezione normale o programmata,
104797,7,2013-10-31,Ispezione normale o programmata,
104798,7,2013-10-31,Ispezione normale o programmata,
104897,7,2013-11-01,Ispezione normale o programmata,
104910,7,2013-11-01,Ispezione normale o programmata,
105017,7,2013-11-02,Ispezione normale o programmata,
105018,7,2013-11-02,Ispezione normale o programmata,
105093,7,2013-11-03,Ispezione normale o programmata,
105130,7,2013-11-03,Ispezione normale o programmata,
105190,7,2013-11-04,Ispezione normale o programmata,
105229,7,2013-11-04,Ispezione normale o programmata,
105367,7,2013-11-05,Ispezione normale o programmata,
105368,7,2013-11-05,Ispezione normale o programmata,
105457,7,2013-11-06,Ispezione normale o programmata,
105487,7,2013-11-06,Ispezione normale o programmata,
105577,7,2013-11-07,Ispezione normale o programmata,
105591,7,2013-11-07,Ispezione normale o programmata,
105691,7,2013-11-08,Ispezione normale o programmata,
105692,7,2013-11-08,Ispezione normale o programmata,
105693,7,2013-11-08,Ispezione normale o programmata,
105694,7,2013-11-08,Ispezione normale o programmata,
105812,7,2013-11-09,Ispezione normale o programmata,
105884,7,2013-11-10,Ispezione normale o programmata,
105924,7,2013-11-10,Ispezione normale o programmata,
106049,7,2013-11-11,Ispezione normale o programmata,
106050,7,2013-11-11,Ispezione normale o programmata,
106138,7,2013-11-12,Ispezione normale o programmata,
106164,7,2013-11-12,Ispezione normale o programmata,
106259,7,2013-11-13,Ispezione normale o programmata,
106300,7,2013-11-13,Ispezione normale o programmata,
106404,7,2013-11-14,Ispezione normale o programmata,
106405,7,2013-11-14,Ispezione normale o programmata,
106487,7,2013-11-15,Ispezione normale o programmata,
106512,7,2013-11-15,Ispezione normale o programmata,
106613,7,2013-11-16,Ispezione normale o programmata,
106705,7,2013-11-17,Ispezione normale o programmata,
106706,7,2013-11-17,Ispezione normale o programmata,
106798,7,2013-11-18,Ispezione normale o programmata,
106811,7,2013-11-18,Ispezione normale o programmata,
106916,7,2013-11-19,Ispezione normale o programmata,
106929,7,2013-11-19,Ispezione normale o programmata,
107027,7,2013-11-20,Ispezione normale o programmata,
107028,7,2013-11-20,Ispezione normale o programmata,
107143,7,2013-11-21,Ispezione normale o programmata,
107167,7,2013-11-21,Ispezione normale o programmata,
107301,7,2013-11-22,Ispezione normale o programmata,
107328,7,2013-11-22,Ispezione normale o programmata,
107423,7,2013-11-23,Ispezione normale o programmata,
107424,7,2013-11-23,Ispezione normale o programmata,
107503,7,2013-11-24,Ispezione normale o programmata,
107528,7,2013-11-24,Ispezione normale o programmata,
107601,7,2013-11-25,Ispezione normale o programmata,
107634,7,2013-11-25,Ispezione normale o programmata,
107740,7,2013-11-26,Ispezione normale o programmata,
107741,7,2013-11-26,Ispezione normale o programmata,
107837,7,2013-11-27,Ispezione normale o programmata,
107853,7,2013-11-27,Ispezione normale o programmata,
107921,7,2013-11-28,Ispezione normale o programmata,
107947,7,2013-11-28,Ispezione normale o programmata,
108059,7,2013-11-29,Ispezione normale o programmata,
108060,7,2013-11-29,Ispezione normale o programmata,
108158,7,2013-11-30,Ispezione normale o programmata,
108173,7,2013-11-30,Ispezione normale o programmata,
108238,7,2013-12-01,Ispezione normale o programmata,
108268,7,2013-12-01,Ispezione normale o programmata,
108367,7,2013-12-02,Ispezione normale o programmata,
108368,7,2013-12-02,Ispezione normale o programmata,
108465,7,2013-12-03,Ispezione normale o programmata,
108483,7,2013-12-03,Ispezione normale o programmata,
108570,7,2013-12-04,Ispezione normale o programmata,
108579,7,2013-12-04,Ispezione normale o programmata,
108685,7,2013-12-05,Ispezione normale o programmata,
108686,7,2013-12-05,Ispezione normale o programmata,
108784,7,2013-12-06,Ispezione normale o programmata,
108797,7,2013-12-06,Ispezione normale o programmata,
108893,7,2013-12-07,Ispezione normale o programmata,
108894,7,2013-12-07,Ispezione normale o programmata,
108976,7,2013-12-08,Ispezione normale o programmata,
109003,7,2013-12-08,Ispezione normale o programmata,
109100,7,2013-12-09,Ispezione normale o programmata,
109123,7,2013-12-09,Ispezione normale o programmata,
109219,7,2013-12-10,Ispezione normale o programmata,
109239,7,2013-12-10,Ispezione normale o programmata,
109330,7,2013-12-11,Ispezione normale o programmata,
109331,7,2013-12-11,Ispezione normale o programmata,
109405,7,2013-12-12,Ispezione normale o programmata,
109412,7,2013-12-12,Ispezione normale o programmata,
109429,7,2013-12-12,Ispezione normale o programmata,
109508,7,2013-12-13,Ispezione normale o programmata,
109527,7,2013-12-13,Ispezione normale o programmata,
109630,7,2013-12-14,Ispezione normale o programmata,
109631,7,2013-12-14,Ispezione normale o programmata,
109711,7,2013-12-15,Ispezione normale o programmata,
109730,7,2013-12-15,Ispezione normale o programmata,
109815,7,2013-12-16,Ispezione normale o programmata,
109836,7,2013-12-16,Ispezione normale o programmata,
109989,7,2013-12-17,Ispezione normale o programmata,
109990,7,2013-12-17,Ispezione normale o programmata,
110072,7,2013-12-18,Ispezione normale o programmata,
110091,7,2013-12-18,Ispezione normale o programmata,
110191,7,2013-12-19,Ispezione normale o programmata,
110208,7,2013-12-19,Ispezione normale o programmata,
110318,7,2013-12-20,Ispezione normale o programmata,
110319,7,2013-12-20,Ispezione normale o programmata,
110401,7,2013-12-21,Ispezione normale o programmata,
110415,7,2013-12-21,Ispezione normale o programmata,
110488,7,2013-12-22,Ispezione normale o programmata,
110505,7,2013-12-22,Ispezione normale o programmata,
110603,7,2013-12-23,Ispezione normale o programmata,
110618,7,2013-12-23,Ispezione normale o programmata,
110696,7,2013-12-24,Ispezione normale o programmata,
110710,7,2013-12-24,Ispezione normale o programmata,
110805,7,2013-12-25,Ispezione normale o programmata,
110823,7,2013-12-25,Ispezione normale o programmata,
110926,7,2013-12-26,Ispezione normale o programmata,
110927,7,2013-12-26,Ispezione normale o programmata,
111012,7,2013-12-27,Ispezione normale o programmata,
111043,7,2013-12-27,Ispezione normale o programmata,
111127,7,2013-12-28,Ispezione normale o programmata,
111136,7,2013-12-28,Ispezione normale o programmata,
111244,7,2013-12-29,Ispezione normale o programmata,
111245,7,2013-12-29,Ispezione normale o programmata,
111328,7,2013-12-30,Ispezione normale o programmata,
111353,7,2013-12-30,Ispezione normale o programmata,
111417,7,2013-12-31,Ispezione normale o programmata,
111442,7,2013-12-31,Ispezione normale o programmata,
111514,7,2014-01-01,Ispezione normale o programmata,
111614,7,2014-01-02,Ispezione normale o programmata,
111634,7,2014-01-02,Ispezione normale o programmata,
111715,7,2014-01-03,Ispezione normale o programmata,
111738,7,2014-01-03,Ispezione normale o programmata,
111836,7,2014-01-04,Ispezione normale o programmata,
111923,7,2014-01-05,Ispezione normale o programmata,
111939,7,2014-01-05,Ispezione normale o programmata,
112023,7,2014-01-06,Ispezione normale o programmata,
112039,7,2014-01-06,Ispezione normale o programmata,
112141,7,2014-01-07,Ispezione normale o programmata,
112161,7,2014-01-07,Ispezione normale o programmata,
112276,7,2014-01-08,Ispezione normale o programmata,
112277,7,2014-01-08,Ispezione normale o programmata,
112369,7,2014-01-09,Ispezione normale o programmata,
112370,7,2014-01-09,Ispezione normale o programmata,
112452,7,2014-01-10,Ispezione normale o programmata,
112470,7,2014-01-10,Ispezione normale o programmata,
112568,7,2014-01-11,Ispezione normale o programmata,
112581,7,2014-01-11,Ispezione normale o programmata,
112676,7,2014-01-12,Ispezione normale o programmata,
112677,7,2014-01-12,Ispezione normale o programmata,
112788,7,2014-01-13,Ispezione normale o programmata,
112789,7,2014-01-13,Ispezione normale o programmata,
112859,7,2014-01-14,Ispezione normale o programmata,
112883,7,2014-01-14,Ispezione normale o programmata,
112970,7,2014-01-15,Ispezione normale o programmata,
112984,7,2014-01-15,Ispezione normale o programmata,
113090,7,2014-01-16,Ispezione normale o programmata,
113091,7,2014-01-16,Ispezione normale o programmata,
113197,7,2014-01-17,Ispezione normale o programmata,
113210,7,2014-01-17,Ispezione normale o programmata,
113315,7,2014-01-18,Ispezione normale o programmata,
113316,7,2014-01-18,Ispezione normale o programmata,
113394,7,2014-01-19,Ispezione normale o programmata,
113412,7,2014-01-19,Ispezione normale o programmata,
113510,7,2014-01-20,Ispezione normale o programmata,
113511,7,2014-01-20,Ispezione normale o programmata,
113612,7,2014-01-21,Ispezione normale o programmata,
113613,7,2014-01-21,Ispezione normale o programmata,
113733,7,2014-01-22,Ispezione normale o programmata,
113750,7,2014-01-22,Ispezione normale o programmata,
113860,7,2014-01-23,Ispezione normale o programmata,
113878,7,2014-01-23,Ispezione normale o programmata,
113989,7,2014-01-24,Ispezione normale o programmata,
113990,7,2014-01-24,Ispezione normale o programmata,
114086,7,2014-01-25,Ispezione normale o programmata,
114087,7,2014-01-25,Ispezione normale o programmata,
114177,7,2014-01-26,Ispezione normale o programmata,
114192,7,2014-01-26,Ispezione normale o programmata,
114306,7,2014-01-27,Ispezione normale o programmata,
114319,7,2014-01-27,Ispezione normale o programmata,
114438,7,2014-01-28,Ispezione normale o programmata,
114439,7,2014-01-28,Ispezione normale o programmata,
114532,7,2014-01-29,Ispezione normale o programmata,
114533,7,2014-01-29,Richiesta di,
114547,7,2014-01-29,Ispezione normale o programmata,
114656,7,2014-01-30,Ispezione normale o programmata,
114657,7,2014-01-30,Ispezione normale o programmata,
114745,7,2014-01-31,Ispezione normale o programmata,
114746,7,2014-01-31,Richiesta da Torre / Capo scalo / Duty manager,
114766,7,2014-01-31,Ispezione normale o programmata,
114879,7,2014-02-01,Ispezione normale o programmata,
114880,7,2014-02-01,Ispezione normale o programmata,
114989,7,2014-02-02,Ispezione normale o programmata,
114990,7,2014-02-02,Ispezione normale o programmata,
115083,7,2014-02-03,Ispezione normale o programmata,
115117,7,2014-02-03,Ispezione normale o programmata,
115195,7,2014-02-04,Ispezione normale o programmata,
115234,7,2014-02-04,Ispezione normale o programmata,
115333,7,2014-02-05,Ispezione normale o programmata,
115334,7,2014-02-05,Ispezione normale o programmata,
115444,7,2014-02-06,Ispezione normale o programmata,
115445,7,2014-02-06,Ispezione normale o programmata,
115520,7,2014-02-07,Ispezione normale o programmata,
115559,7,2014-02-07,Ispezione normale o programmata,
115639,7,2014-02-08,Ispezione normale o programmata,
115666,7,2014-02-08,Ispezione normale o programmata,
115778,7,2014-02-09,Ispezione normale o programmata,
115779,7,2014-02-09,Ispezione normale o programmata,
115890,7,2014-02-10,Ispezione normale o programmata,
115891,7,2014-02-10,Ispezione normale o programmata,
115976,7,2014-02-11,Ispezione normale o programmata,
115994,7,2014-02-11,Ispezione normale o programmata,
116110,7,2014-02-12,Ispezione normale o programmata,
116141,7,2014-02-12,Ispezione normale o programmata,
116142,7,2014-02-12,Ispezione normale o programmata,
116247,7,2014-02-13,Ispezione normale o programmata,
116248,7,2014-02-13,Ispezione normale o programmata,
116331,7,2014-02-14,Ispezione normale o programmata,
116368,7,2014-02-14,Ispezione normale o programmata,
116443,7,2014-02-15,Ispezione normale o programmata,
116476,7,2014-02-15,Ispezione normale o programmata,
116548,7,2014-02-16,Ispezione normale o programmata,
116572,7,2014-02-16,Ispezione normale o programmata,
116684,7,2014-02-17,Ispezione normale o programmata,
116685,7,2014-02-17,Ispezione normale o programmata,
116802,7,2014-02-18,Ispezione normale o programmata,
116803,7,2014-02-18,Ispezione normale o programmata,
116902,7,2014-02-19,Ispezione normale o programmata,
116903,7,2014-02-19,Ispezione normale o programmata,
117011,7,2014-02-20,Ispezione normale o programmata,
117039,7,2014-02-20,Ispezione normale o programmata,
117161,7,2014-02-21,Ispezione normale o programmata,
117162,7,2014-02-21,Ispezione normale o programmata,
117271,7,2014-02-22,Ispezione normale o programmata,
117272,7,2014-02-22,Ispezione normale o programmata,
117346,7,2014-02-23,Ispezione normale o programmata,
117378,7,2014-02-23,Ispezione normale o programmata,
117460,7,2014-02-24,Ispezione normale o programmata,
117487,7,2014-02-24,Ispezione normale o programmata,
117594,7,2014-02-25,Ispezione normale o programmata,
117595,7,2014-02-25,Ispezione normale o programmata,
117696,7,2014-02-26,Ispezione normale o programmata,
117697,7,2014-02-26,Ispezione normale o programmata,
117767,7,2014-02-27,Ispezione normale o programmata,
117807,7,2014-02-27,Ispezione normale o programmata,
117914,7,2014-02-28,Ispezione normale o programmata,
117941,7,2014-02-28,Ispezione normale o programmata,
118044,7,2014-03-01,Ispezione normale o programmata,
118045,7,2014-03-01,Ispezione normale o programmata,
118101,7,2014-03-02,Ispezione normale o programmata,
118139,7,2014-03-02,Ispezione normale o programmata,
118206,7,2014-03-03,Ispezione normale o programmata,
118256,7,2014-03-03,Ispezione normale o programmata,
118329,7,2014-03-04,Ispezione normale o programmata,
118371,7,2014-03-04,Ispezione normale o programmata,
118455,7,2014-03-05,Ispezione normale o programmata,
118489,7,2014-03-05,Ispezione normale o programmata,
118563,7,2014-03-06,Ispezione normale o programmata,
118596,7,2014-03-06,Ispezione normale o programmata,
118707,7,2014-03-07,Ispezione normale o programmata,
118708,7,2014-03-07,Ispezione normale o programmata,
118775,7,2014-03-08,Ispezione normale o programmata,
125330,7,2014-03-08,Ispezione normale o programmata,
125426,7,2014-03-09,Ispezione normale o programmata,
125427,7,2014-03-09,Ispezione normale o programmata,
125543,7,2014-03-10,Ispezione normale o programmata,
125544,7,2014-03-10,Ispezione normale o programmata,
125621,7,2014-03-11,Ispezione normale o programmata,
125658,7,2014-03-11,Ispezione normale o programmata,
125726,7,2014-03-12,Ispezione normale o programmata,
125768,7,2014-03-12,Ispezione normale o programmata,
125846,7,2014-03-13,Ispezione normale o programmata,
125882,7,2014-03-13,Ispezione normale o programmata,
126021,7,2014-03-14,Ispezione normale o programmata,
126022,7,2014-03-14,Ispezione normale o programmata,
126132,7,2014-03-15,Ispezione normale o programmata,
126133,7,2014-03-15,Ispezione normale o programmata,
126246,7,2014-03-16,Ispezione normale o programmata,
126247,7,2014-03-16,Ispezione normale o programmata,
126318,7,2014-03-17,Ispezione normale o programmata,
126361,7,2014-03-17,Ispezione normale o programmata,
126479,7,2014-03-18,Ispezione normale o programmata,
126480,7,2014-03-18,Ispezione normale o programmata,
126559,7,2014-03-19,Ispezione normale o programmata,
126593,7,2014-03-19,Ispezione normale o programmata,
126734,7,2014-03-20,Ispezione normale o programmata,
126735,7,2014-03-20,Richiesta da Torre / Capo scalo / Duty manager,
126766,7,2014-03-20,Ispezione normale o programmata,
126830,7,2014-03-21,Ispezione normale o programmata,
126856,7,2014-03-21,Ispezione normale o programmata,
126891,7,2014-03-21,Ispezione normale o programmata,
126987,7,2014-03-22,Ispezione normale o programmata,
127017,7,2014-03-22,Ispezione normale o programmata,
127137,7,2014-03-23,Ispezione normale o programmata,
127138,7,2014-03-23,Ispezione normale o programmata,
127200,7,2014-03-24,Ispezione normale o programmata,
127259,7,2014-03-24,Ispezione normale o programmata,
127373,7,2014-03-25,Ispezione normale o programmata,
127374,7,2014-03-25,Ispezione normale o programmata,
127513,7,2014-03-26,Ispezione normale o programmata,
127514,7,2014-03-26,Ispezione normale o programmata,
127602,7,2014-03-27,Ispezione normale o programmata,
127634,7,2014-03-27,Ispezione normale o programmata,
127717,7,2014-03-28,Ispezione normale o programmata,
127751,7,2014-03-28,Ispezione normale o programmata,
127866,7,2014-03-29,Ispezione normale o programmata,
127867,7,2014-03-29,Ispezione normale o programmata,
127957,7,2014-03-30,Ispezione normale o programmata,
127958,7,2014-03-30,Ispezione normale o programmata,
128047,7,2014-03-31,Ispezione normale o programmata,
128082,7,2014-03-31,Ispezione normale o programmata,
128155,7,2014-04-01,Ispezione normale o programmata,
128224,7,2014-04-01,Ispezione normale o programmata,
128288,7,2014-04-02,Ispezione normale o programmata,
128351,7,2014-04-02,Ispezione normale o programmata,
128410,7,2014-04-03,Ispezione normale o programmata,
128479,7,2014-04-03,Ispezione normale o programmata,
128540,7,2014-04-04,Ispezione normale o programmata,
128602,7,2014-04-04,Ispezione normale o programmata,
128659,7,2014-04-05,Ispezione normale o programmata,
128711,7,2014-04-05,Ispezione normale o programmata,
128768,7,2014-04-06,Ispezione normale o programmata,
